description,segment,category,subcategory
CAFE CAPS DOLCE GUSTO NESCAFE CASEI 128G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS DOLCE GUSTO NESCAFE CASEI 128G
CAFE CAPS DOLCE GUSTO NESCAFE INTEN 144G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS DOLCE GUSTO NESCAFE INTEN 144G
CAFE CAPSULA CARREFOUR INTE 8 50G L20P18,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPSULA CARREFOUR INTE 8 50G L20P18
CAFE CPS CRF CLASSIC ESPRS T D GUSTO10UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CPS CRF CLASSIC ESPRS T D GUSTO10UN
CAFE CPS CRF CLASSIC INTEN T D GUSTO10UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CPS CRF CLASSIC INTEN T D GUSTO10UN
CAFE D GUSTO CAPS MOCHACC CX 172G CANELA,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE D GUSTO CAPS MOCHACC CX 172G CANELA
CAFE DAMASCO CLASSICO           PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO CLASSICO           PE 500GR
CAFE DAMASCO CLASSICO      LV500G PG475G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO CLASSICO      LV500G PG475G
CAFE DAMASCO CLASSICO ABRE FECHA    500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO CLASSICO ABRE FECHA    500G
CAFE DAMASCO CLASSICO ALMOFADA      500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO CLASSICO ALMOFADA      500G
CAFE DAMASCO CLASSICO VACUO         500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO CLASSICO VACUO         500G
CAFE DAMASCO EXTRA FORTE        PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO EXTRA FORTE        PE 500GR
CAFE DAMASCO EXTRA FORTE VACUO      500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO EXTRA FORTE VACUO      500G
CAFE DAMASCO INTENSO            PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO INTENSO            PE 500GR
CAFE DAMASCO INTENSO VACUO          500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO INTENSO VACUO          500G
CAFE DO PONTO AMENDOAS TORRADAS PCT 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO AMENDOAS TORRADAS PCT 100G
CAFE DO PONTO ARALTO            PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO ARALTO            PCT 250G
CAFE DO PONTO AROM.AMEN.TORRADA PE 100GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO AROM.AMEN.TORRADA PE 100GR
CAFE DO PONTO AROM.CHOC.TRUFAS  PE 100GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO AROM.CHOC.TRUFAS  PE 100GR
CAFE DO PONTO CHOC TRUFADO      PCT 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO CHOC TRUFADO      PCT 100G
CAFE DO PONTO EXPORTACAO        PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO EXPORTACAO        PCT 250G
CAFE DO PONTO EXPORTACAO        PCT 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO EXPORTACAO        PCT 500G
CAFE DO PONTO EXPORTACAO        PE 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO EXPORTACAO        PE 250GR
CAFE DO PONTO EXPORTACAO        PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO EXPORTACAO        PE 500GR
CAFE DO PONTO EXTRA FORTE       PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO EXTRA FORTE       PE 500GR
CAFE DO PONTO SAFRA ESPECIAL    PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO SAFRA ESPECIAL    PCT 250G
CAFE DO PONTO SAFRA ESPECIAL    PE 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO SAFRA ESPECIAL    PE 250GR
CAFE DO PONTO TRADICIONAL       PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO TRADICIONAL       PE 500GR
CAFE DOLCE GUSTO CAPS BUONGIOR C/16 144g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DOLCE GUSTO CAPS BUONGIOR C/16 144g
CAFE EXPRESSO C/LEITE MEDIO      (LANCH),1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EXPRESSO C/LEITE MEDIO      (LANCH)
CAFE EXPRESSO C/LEITE PEQUENO    (LANCH),1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EXPRESSO C/LEITE PEQUENO    (LANCH)
CAFE EXPRESSO MEDIO              (LANCH),1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EXPRESSO MEDIO              (LANCH)
CAFE EXPRESSO PEQUENO            (LANCH),1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EXPRESSO PEQUENO            (LANCH)
CAFE GOURMET LA SANTE 500G SUPREME BLEND,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE GOURMET LA SANTE 500G SUPREME BLEND
CAFE IGUACU CAPPUCCINO           PT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU CAPPUCCINO           PT 200G
CAFE IGUACU CAPPUCCINO CANELA    LT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU CAPPUCCINO CANELA    LT 200G
CAFE IGUACU CAPPUCCINO CANELA   PT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU CAPPUCCINO CANELA   PT 200GR
CAFE IGUACU CAPPUCCINO CHOCOLAT.PT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU CAPPUCCINO CHOCOLAT.PT 200GR
CAFE IGUACU CAPPUCCINO CLASSI SACHE 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU CAPPUCCINO CLASSI SACHE 100G
CAFE IGUACU CAPPUCCINO CLASSIC  PT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU CAPPUCCINO CLASSIC  PT 200GR
CAFE IGUACU EXTRA FORTE        .PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU EXTRA FORTE        .PE 500GR
CAFE IGUACU EXTRA FORTE VACUO   PCT 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU EXTRA FORTE VACUO   PCT 500G
CAFE IGUACU GOURMET LIOFILIZADO VD 100GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU GOURMET LIOFILIZADO VD 100GR
CAFE IGUACU GOURMET REFIL.      PE  50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU GOURMET REFIL.      PE  50GR
CAFE IGUACU SOLUVEL               LT 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL               LT 50G
CAFE IGUACU SOLUVEL              LT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL              LT 200G
CAFE IGUACU SOLUVEL GOURMET      VD 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL GOURMET      VD 100G
CAFE IGUACU SOLUVEL GRAN.       VD 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL GRAN.       VD 200GR
CAFE IGUACU SOLUVEL PO          PE  50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL PO          PE  50GR
CAFE IGUACU SOLUVEL PO EX.FORTE LT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL PO EX.FORTE LT 200GR
CAFE IGUACU SOLUVEL PO L60P50   PE  60GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL PO L60P50   PE  60GR
CAFE IGUACU SOLUVEL PO TRADIC.  LT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL PO TRADIC.  LT 200GR
CAFE IGUACU SOLUVEL SACHET LV 60G PG 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL SACHET LV 60G PG 50G
CAFE IGUACU SOLUVEL TRAD.       LT  160G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU SOLUVEL TRAD.       LT  160G
CAFE IGUACU TRADICIONAL         PE 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU TRADICIONAL         PE 500GR
CAFE IGUACU TRADICIONAL VACUO   PCT 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE IGUACU TRADICIONAL VACUO   PCT 500G
CAFE ILLY ESPRESSO CLASSICO CAPS    C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ILLY ESPRESSO CLASSICO CAPS    C/10
CAFE ILLY ESPRESSO FORTE CAPS       C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ILLY ESPRESSO FORTE CAPS       C/10
CAFE ILLY ESPRESSO INTENSO CAPS     C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ILLY ESPRESSO INTENSO CAPS     C/10
CAFE LEITE SOLUVEL 3 CORACOES REFIL 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LEITE SOLUVEL 3 CORACOES REFIL 100G
CAFE LIDER EXPRESSO FORCA 10 C/10CPS (20,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LIDER EXPRESSO FORCA 10 C/10CPS (20
CAFE LINEA CAPPUCCINO SUCRALOSE  PT 180G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LINEA CAPPUCCINO SUCRALOSE  PT 180G
CAFE LOR 10 CAP. COLOMBIA       CX  52GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR 10 CAP. COLOMBIA       CX  52GR
CAFE LOR 10 CAP. ESTREMO        CX  52GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR 10 CAP. ESTREMO        CX  52GR
CAFE LOR 10 CAP. PAPUA          CX  52GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR 10 CAP. PAPUA          CX  52GR
CAFE LOR 10 CAP. SONTUOSO       CX  52GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR 10 CAP. SONTUOSO       CX  52GR
CAFE LOR CERRADO MINEIRO        PE  250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR CERRADO MINEIRO        PE  250G
CAFE LOR CLASSIQUE SOLUVEL    SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR CLASSIQUE SOLUVEL    SACHET 50G
CAFE LOR DELICADO GOURMET    SACHET 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR DELICADO GOURMET    SACHET 250G
CAFE LOR EQUILIBRADO GOURMET SACHET 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR EQUILIBRADO GOURMET SACHET 250G
CAFE LOR ESPRESSO COLOMBIA CAPS  CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO COLOMBIA CAPS  CX C/10
CAFE LOR ESPRESSO ESTREMO CAPS   CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO ESTREMO CAPS   CX C/10
CAFE LOR ESPRESSO GRAOS FORZA   PCT 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO GRAOS FORZA   PCT 500G
CAFE LOR ESPRESSO GUATEMALA CAPS CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO GUATEMALA CAPS CX C/10
CAFE LOR ESPRESSO INDIA CAPS     CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO INDIA CAPS     CX C/10
CAFE LOR ESPRESSO INDONESIA CAPS CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO INDONESIA CAPS CX C/10
CAFE LOR ESPRESSO ONYX CAPS      CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO ONYX CAPS      CX C/10
CAFE LOR ESPRESSO PAPUA CAPS     CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO PAPUA CAPS     CX C/10
CAFE LOR ESPRESSO RISTRE DESCAF CAPS C10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO RISTRE DESCAF CAPS C10
CAFE LOR ESPRESSO RISTRETTO 11 CAPS C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO RISTRETTO 11 CAPS C/10
CAFE LOR ESPRESSO SOLUVEL     SACHET 40G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO SOLUVEL     SACHET 40G
CAFE LOR ESPRESSO SONTUOSO CAPS  CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR ESPRESSO SONTUOSO CAPS  CX C/10
CAFE LOR GRAN. CLASSIQUE        VD 140GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR GRAN. CLASSIQUE        VD 140GR
CAFE LOR GRAN.INTENSE           VD 140GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR GRAN.INTENSE           VD 140GR
CAFE LOR INTENSE SOLUVEL         VD 140G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR INTENSE SOLUVEL         VD 140G
CAFE LOR INTENSE SOLUVEL      SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR INTENSE SOLUVEL      SACHET 50G
CAFE LOR INTENSO GOURMET     SACHET 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR INTENSO GOURMET     SACHET 250G
CAFE LOR MOGIANA                PE  250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR MOGIANA                PE  250G
CAFE LOR SOL.CLASSIQUE          PE  50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SOL.CLASSIQUE          PE  50GR
CAFE LOR SOL.INTENSE            PE  50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SOL.INTENSE            PE  50GR
CAFE LOR SOL.LIOFILIZADO CLASSICVD   90G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SOL.LIOFILIZADO CLASSICVD   90G
CAFE LOR SOL.LIOFILIZADO INTENSEVD   90G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SOL.LIOFILIZADO INTENSEVD   90G
CAFE LOR SOLUVEL CLASSIQUE        VD 90G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SOLUVEL CLASSIQUE        VD 90G
CAFE LOR SOLUVEL CLASSIQUE       VD 140G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SOLUVEL CLASSIQUE       VD 140G
CAFE LOR SUL DE MINAS           PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SUL DE MINAS           PCT 250G
CAFE LOR SUL DE MINAS           PE  250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LOR SUL DE MINAS           PE  250G
CAFE MELITTA C/LEITE             LT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA C/LEITE             LT 200G
CAFE MELITTA C/LEITE            LT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA C/LEITE            LT 200GR
CAFE MELITTA CAPPUCCINO CHOC.   LT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA CAPPUCCINO CHOC.   LT 200GR
CAFE MELITTA CAPPUCCINO TRADIC. LT 200GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA CAPPUCCINO TRADIC. LT 200GR
CAFE MELITTA CERRADO            PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA CERRADO            PCT 250G
CAFE MELITTA DESCAFEINADO        CX 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA DESCAFEINADO        CX 250G
CAFE MELITTA DESCAFEINADO CLASS CX 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA DESCAFEINADO CLASS CX 250GR
CAFE MELITTA ESPECIAL            CX 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA ESPECIAL            CX 500G
CAFE MELITTA ESPECIAL           CX 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA ESPECIAL           CX 500GR
CAFE MELITTA EXTRA FORTE        CX 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA EXTRA FORTE        CX 250GR
CAFE MELITTA EXTRA FORTE        CX 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA EXTRA FORTE        CX 500GR
CAFE MELITTA EXTRA FORTE SOLU SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA EXTRA FORTE SOLU SACHET 50G
CAFE MELITTA EXTRA FORTE VACUO      250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA EXTRA FORTE VACUO      250G
CAFE MELITTA EXTRA FORTE VACUO      500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA EXTRA FORTE VACUO      500G
CAFE MELITTA FAZENDA            CX  500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA FAZENDA            CX  500G
CAFE MELITTA FAZENDA CX 500G TRADICIONAL,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA FAZENDA CX 500G TRADICIONAL
CAFE MELITTA FAZENDA TR VAC L500G PG450G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA FAZENDA TR VAC L500G PG450G
CAFE MELITTA FAZENDA TRADI VACUO    500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA FAZENDA TRADI VACUO    500G
CAFE MELITTA GRAN EXTRA F SOLUV SACH 40G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA GRAN EXTRA F SOLUV SACH 40G
CAFE MELITTA GRAN TRAD SOLUV SACHET  40G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA GRAN TRAD SOLUV SACHET  40G
CAFE MELITTA INSTANT DESCAF   SACHET 40G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA INSTANT DESCAF   SACHET 40G
CAFE MELITTA INSTANT DESCAF   SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA INSTANT DESCAF   SACHET 50G
CAFE MELITTA INSTANTANEO      SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA INSTANTANEO      SACHET 50G
CAFE MELITTA MOGIANA            PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA MOGIANA            PCT 250G
CAFE MELITTA PUCCINO CHOCOLATE   LT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA PUCCINO CHOCOLATE   LT 200G
CAFE MELITTA PUCCINO TRADIC      LT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA PUCCINO TRADIC      LT 200G
CAFE MELITTA REG.BRAS.CERRADO   PE 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA REG.BRAS.CERRADO   PE 250GR
CAFE MELITTA REG.BRAS.MOGIANA   PE 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA REG.BRAS.MOGIANA   PE 250GR
CAFE MELITTA REG.BRAS.SUL MINAS PE 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA REG.BRAS.SUL MINAS PE 250GR
CAFE MELITTA SOL. DESCAF.       PE  50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SOL. DESCAF.       PE  50GR
CAFE MELITTA SOL. EXTRA FORTE   PE  50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SOL. EXTRA FORTE   PE  50GR
CAFE MELITTA SOL. TRADICIONAL   PE  50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SOL. TRADICIONAL   PE  50GR
CAFE MELITTA SOL.GRANULADO      VD  200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SOL.GRANULADO      VD  200G
CAFE MELITTA SPRESSO GRAOS       PCT 1KG,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SPRESSO GRAOS       PCT 1KG
CAFE MELITTA SUL MINAS          PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SUL MINAS          PCT 250G
CAFE MELITTA TRAD VACUO    LV500G PG450G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA TRAD VACUO    LV500G PG450G
CAFE MELITTA TRADICIONAL        CX 250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA TRADICIONAL        CX 250GR
CAFE MELITTA TRADICIONAL        CX 500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA TRADICIONAL        CX 500GR
CAFE MELITTA TRADICIONAL VACUO      250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA TRADICIONAL VACUO      250G
CAFE MELITTA TRADICIONAL VACUO      500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA TRADICIONAL VACUO      500G
